<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2020.07.22	13:00:00	106.997	107.015	106.870	106.996	1697	0	3
2020.07.22	14:00:00	106.996	107.035	106.957	106.974	1248	0	3
2020.07.22	15:00:00	106.973	107.061	106.972	107.059	1813	0	3
2020.07.22	16:00:00	107.059	107.177	107.054	107.169	2174	0	3
2020.07.22	17:00:00	107.169	107.193	107.090	107.165	2385	0	3
2020.07.22	18:00:00	107.168	107.205	107.138	107.178	1525	0	3
2020.07.22	19:00:00	107.178	107.210	107.146	107.184	955	0	3
2020.07.22	20:00:00	107.185	107.220	107.161	107.203	1003	0	3
2020.07.22	21:00:00	107.203	107.287	107.203	107.232	894	0	3
2020.07.22	22:00:00	107.232	107.239	107.164	107.176	549	0	3
2020.07.22	23:00:00	107.176	107.201	107.150	107.152	608	0	3
2020.07.23	00:00:00	107.152	107.180	107.117	107.134	602	0	5
2020.07.23	01:00:00	107.134	107.186	107.130	107.159	572	0	3
2020.07.23	02:00:00	107.160	107.192	107.155	107.172	445	0	4
2020.07.23	03:00:00	107.171	107.187	107.143	107.153	674	0	4
2020.07.23	04:00:00	107.153	107.163	107.104	107.125	834	0	3
2020.07.23	05:00:00	107.125	107.163	107.125	107.155	692	0	3
2020.07.23	06:00:00	107.154	107.155	107.108	107.124	570	0	3
2020.07.23	07:00:00	107.124	107.174	107.120	107.154	670	0	4
2020.07.23	08:00:00	107.154	107.174	107.144	107.147	609	0	3
2020.07.23	09:00:00	107.149	107.157	107.092	107.113	836	0	4
2020.07.23	10:00:00	107.114	107.172	107.072	107.159	936	0	4
2020.07.23	11:00:00	107.159	107.177	107.098	107.132	961	0	3
2020.07.23	12:00:00	107.132	107.175	107.132	107.153	870	0	4
2020.07.23	13:00:00	107.153	107.174	107.144	107.149	904	0	3
2020.07.23	14:00:00	107.149	107.193	107.149	107.172	915	0	4
2020.07.23	15:00:00	107.171	107.194	107.084	107.192	1801	0	3
2020.07.23	16:00:00	107.191	107.228	107.079	107.091	2005	0	3
2020.07.23	17:00:00	107.090	107.154	106.949	106.983	2379	0	3
2020.07.23	18:00:00	106.982	107.029	106.828	106.836	2708	0	3
2020.07.23	19:00:00	106.836	106.910	106.819	106.821	1761	0	3
2020.07.23	20:00:00	106.821	106.865	106.798	106.815	1311	0	3
2020.07.23	21:00:00	106.815	106.826	106.727	106.732	1520	0	3
2020.07.23	22:00:00	106.732	106.836	106.709	106.828	1483	0	3
2020.07.23	23:00:00	106.828	106.878	106.828	106.855	767	0	4
2020.07.24	00:00:00	106.853	106.891	106.747	106.820	2407	0	8
2020.07.24	01:00:00	106.819	106.874	106.819	106.828	628	0	3
2020.07.24	02:00:00	106.828	106.847	106.813	106.841	526	0	3
2020.07.24	03:00:00	106.842	106.845	106.509	106.525	2374	0	3
2020.07.24	04:00:00	106.525	106.600	106.465	106.506	2203	0	3
2020.07.24	05:00:00	106.506	106.576	106.498	106.513	1133	0	4
2020.07.24	06:00:00	106.513	106.522	106.360	106.385	1475	0	3
2020.07.24	07:00:00	106.382	106.454	106.363	106.413	1177	0	4
2020.07.24	08:00:00	106.414	106.460	106.388	106.415	1178	0	3
2020.07.24	09:00:00	106.415	106.486	106.307	106.310	1656	0	3
2020.07.24	10:00:00	106.310	106.345	106.169	106.212	2708	0	3
2020.07.24	11:00:00	106.212	106.432	106.171	106.413	2342	0	3
2020.07.24	12:00:00	106.413	106.431	106.316	106.345	1403	0	4
2020.07.24	13:00:00	106.345	106.424	106.284	106.418	1272	0	3
2020.07.24	14:00:00	106.418	106.420	106.213	106.213	1224	0	3
2020.07.24	15:00:00	106.213	106.296	106.119	106.124	2220	0	3
2020.07.24	16:00:00	106.125	106.154	105.761	105.794	4442	0	3
2020.07.24	17:00:00	105.794	105.937	105.761	105.841	3481	0	3
2020.07.24	18:00:00	105.841	105.923	105.780	105.791	2051	0	3
2020.07.24	19:00:00	105.791	105.828	105.681	105.695	1495	0	3
2020.07.24	20:00:00	105.696	105.876	105.679	105.833	964	0	3
2020.07.24	21:00:00	105.833	106.020	105.829	106.003	884	0	3
2020.07.24	22:00:00	106.004	106.015	105.946	105.968	931	0	4
2020.07.24	23:00:00	105.968	106.130	105.960	106.121	669	0	4
2020.07.27	00:00:00	106.032	106.106	105.999	106.040	351	0	9
2020.07.27	01:00:00	106.041	106.051	105.871	105.980	1451	0	3
2020.07.27	02:00:00	105.976	106.051	105.964	105.990	1618	0	3
2020.07.27	03:00:00	105.990	106.050	105.793	105.801	3149	0	3
2020.07.27	04:00:00	105.804	105.849	105.644	105.695	2869	0	3
2020.07.27	05:00:00	105.695	105.701	105.548	105.564	2379	0	3
2020.07.27	06:00:00	105.565	105.579	105.447	105.562	2530	0	3
2020.07.27	07:00:00	105.563	105.663	105.553	105.594	1548	0	3
2020.07.27	08:00:00	105.595	105.665	105.574	105.626	1417	0	3
2020.07.27	09:00:00	105.627	105.662	105.380	105.474	2039	0	3
2020.07.27	10:00:00	105.473	105.616	105.444	105.568	2499	0	3
2020.07.27	11:00:00	105.568	105.578	105.415	105.521	2312	0	3
2020.07.27	12:00:00	105.520	105.539	105.297	105.335	2067	0	3
2020.07.27	13:00:00	105.335	105.345	105.243	105.272	1742	0	3
2020.07.27	14:00:00	105.272	105.384	105.241	105.302	1911	0	3
2020.07.27	15:00:00	105.301	105.473	105.287	105.418	2841	0	3
2020.07.27	16:00:00	105.418	105.472	105.169	105.181	2989	0	3
2020.07.27	17:00:00	105.184	105.275	105.114	105.137	2988	0	3
2020.07.27	18:00:00	105.138	105.321	105.118	105.294	2083	0	3
2020.07.27	19:00:00	105.292	105.333	105.237	105.297	1357	0	3
2020.07.27	20:00:00	105.297	105.320	105.269	105.298	814	0	3
2020.07.27	21:00:00	105.299	105.390	105.292	105.381	1212	0	3
2020.07.27	22:00:00	105.381	105.451	105.375	105.429	1084	0	4
2020.07.27	23:00:00	105.429	105.444	105.367	105.367	555	0	4
2020.07.28	00:00:00	105.368	105.430	105.339	105.370	731	0	3
2020.07.28	01:00:00	105.370	105.376	105.293	105.315	844	0	4
2020.07.28	02:00:00	105.314	105.384	105.259	105.274	1427	0	4
2020.07.28	03:00:00	105.277	105.336	105.217	105.325	2052	0	3
2020.07.28	04:00:00	105.325	105.366	105.260	105.358	2413	0	3
2020.07.28	05:00:00	105.358	105.475	105.304	105.452	1715	0	3
2020.07.28	06:00:00	105.452	105.610	105.435	105.582	3432	0	3
2020.07.28	07:00:00	105.583	105.683	105.539	105.575	1914	0	3
2020.07.28	08:00:00	105.575	105.636	105.540	105.547	1638	0	3
2020.07.28	09:00:00	105.547	105.604	105.499	105.559	1935	0	4
2020.07.28	10:00:00	105.559	105.662	105.469	105.622	2876	0	3
2020.07.28	11:00:00	105.619	105.632	105.388	105.400	2282	0	3
2020.07.28	12:00:00	105.400	105.410	105.241	105.254	2055	0	4
2020.07.28	13:00:00	105.254	105.281	105.150	105.210	1823	0	3
2020.07.28	14:00:00	105.210	105.371	105.083	105.354	2192	0	3
2020.07.28	15:00:00	105.356	105.369	105.086	105.088	2439	0	3
2020.07.28	16:00:00	105.088	105.236	105.023	105.056	4001	0	3
2020.07.28	17:00:00	105.057	105.105	104.954	104.961	3781	0	3
2020.07.28	18:00:00	104.960	105.140	104.959	105.037	2288	0	3
2020.07.28	19:00:00	105.037	105.134	105.025	105.059	1343	0	3
2020.07.28	20:00:00	105.059	105.109	104.993	105.105	862	0	4
2020.07.28	21:00:00	105.105	105.184	105.086	105.101	932	0	4
2020.07.28	22:00:00	105.101	105.154	105.055	105.096	1118	0	3
2020.07.28	23:00:00	105.096	105.107	105.063	105.084	498	0	3
2020.07.29	00:00:00	105.089	105.132	105.034	105.074	807	0	5
2020.07.29	01:00:00	105.072	105.099	105.020	105.092	751	0	4
2020.07.29	02:00:00	105.092	105.110	105.062	105.107	411	0	4
2020.07.29	03:00:00	105.107	105.148	104.955	105.127	2227	0	3
2020.07.29	04:00:00	105.127	105.239	105.081	105.094	1799	0	3
2020.07.29	05:00:00	105.094	105.114	105.027	105.047	1358	0	3
2020.07.29	06:00:00	105.046	105.113	105.005	105.052	1295	0	4
2020.07.29	07:00:00	105.052	105.091	105.028	105.082	1015	0	3
2020.07.29	08:00:00	105.082	105.092	105.025	105.072	1087	0	4
2020.07.29	09:00:00	105.072	105.073	104.937	104.967	2212	0	3
2020.07.29	10:00:00	104.969	105.007	104.806	104.822	2921	0	3
2020.07.29	11:00:00	104.822	104.921	104.798	104.910	1988	0	3
2020.07.29	12:00:00	104.910	104.967	104.885	104.933	1590	0	3
2020.07.29	13:00:00	104.933	105.031	104.908	104.995	1456	0	3
2020.07.29	14:00:00	104.995	105.147	104.932	105.133	1650	0	3
2020.07.29	15:00:00	105.133	105.193	104.994	105.031	2314	0	3
2020.07.29	16:00:00	105.033	105.089	104.964	105.001	2777	0	3
2020.07.29	17:00:00	105.002	105.111	104.891	105.094	3392	0	3
2020.07.29	18:00:00	105.094	105.144	104.996	105.060	1995	0	3
2020.07.29	19:00:00	105.060	105.067	104.961	104.998	1264	0	3
2020.07.29	20:00:00	104.998	105.022	104.928	104.945	1398	0	3
2020.07.29	21:00:00	104.945	105.082	104.769	105.038	5937	0	3
2020.07.29	22:00:00	105.035	105.153	104.895	105.020	5043	0	3
2020.07.29	23:00:00	105.021	105.024	104.909	104.913	995	0	3
2020.07.30	00:00:00	104.915	104.958	104.895	104.924	767	0	6
2020.07.30	01:00:00	104.924	104.971	104.903	104.961	949	0	3
2020.07.30	02:00:00	104.961	105.056	104.948	105.045	1416	0	4
2020.07.30	03:00:00	105.046	105.152	104.984	105.015	2605	0	3
2020.07.30	04:00:00	105.014	105.093	104.981	105.078	2473	0	3
2020.07.30	05:00:00	105.079	105.101	105.042	105.060	1433	0	3
2020.07.30	06:00:00	105.060	105.067	105.004	105.041	1180	0	3
2020.07.30	07:00:00	105.041	105.114	105.020	105.103	1475	0	3
2020.07.30	08:00:00	105.103	105.289	105.099	105.272	2746	0	3
2020.07.30	09:00:00	105.274	105.292	105.193	105.204	2338	0	3
2020.07.30	10:00:00	105.204	105.204	105.009	105.070	3308	0	3
2020.07.30	11:00:00	105.070	105.131	105.032	105.081	2681	0	3
2020.07.30	12:00:00	105.079	105.164	104.995	105.013	2541	0	3
2020.07.30	13:00:00	105.013	105.129	105.012	105.098	1751	0	3
2020.07.30	14:00:00	105.098	105.189	105.091	105.181	1575	0	3
2020.07.30	15:00:00	105.181	105.279	105.039	105.050	3469	0	3
2020.07.30	16:00:00	105.051	105.129	104.905	105.073	5654	0	3
2020.07.30	17:00:00	105.072	105.185	104.994	105.019	4996	0	3
2020.07.30	18:00:00	105.017	105.138	105.012	105.050	3430	0	3
2020.07.30	19:00:00	105.050	105.052	104.938	104.951	2092	0	3
2020.07.30	20:00:00	104.951	104.957	104.801	104.891	2161	0	3
2020.07.30	21:00:00	104.891	104.916	104.823	104.824	1730	0	3
2020.07.30	22:00:00	104.822	104.869	104.742	104.752	1569	0	3
2020.07.30	23:00:00	104.752	104.768	104.678	104.722	1044	0	3
2020.07.31	00:00:00	104.703	104.811	104.690	104.774	1656	0	5
2020.07.31	01:00:00	104.774	104.812	104.697	104.715	1134	0	3
2020.07.31	02:00:00	104.714	104.771	104.652	104.687	2058	0	4
2020.07.31	03:00:00	104.688	104.698	104.475	104.547	4516	0	3
2020.07.31	04:00:00	104.547	104.591	104.230	104.248	3447	0	3
2020.07.31	05:00:00	104.249	104.261	104.185	104.255	3473	0	3
2020.07.31	06:00:00	104.255	104.427	104.255	104.317	2383	0	3
2020.07.31	07:00:00	104.317	104.317	104.206	104.309	2309	0	3
2020.07.31	08:00:00	104.309	104.365	104.241	104.358	1932	0	3
2020.07.31	09:00:00	104.358	104.390	104.309	104.337	2333	0	3
2020.07.31	10:00:00	104.340	104.479	104.289	104.446	3130	0	3
2020.07.31	11:00:00	104.445	104.711	104.402	104.688	2891	0	3
2020.07.31	12:00:00	104.687	104.858	104.630	104.649	2950	0	3
2020.07.31	13:00:00	104.648	104.692	104.545	104.682	2225	0	3
2020.07.31	14:00:00	104.681	105.000	104.679	104.901	3045	0	3
2020.07.31	15:00:00	104.900	105.196	104.843	105.135	3932	0	3
2020.07.31	16:00:00	105.131	105.803	105.112	105.679	6525	0	3
2020.07.31	17:00:00	105.679	105.758	105.484	105.715	7338	0	3
2020.07.31	18:00:00	105.715	105.830	105.636	105.763	4859	0	3
2020.07.31	19:00:00	105.763	106.054	105.763	105.834	4190	0	3
2020.07.31	20:00:00	105.832	105.861	105.743	105.820	2390	0	3
2020.07.31	21:00:00	105.817	105.838	105.739	105.757	2063	0	4
2020.07.31	22:00:00	105.757	105.872	105.742	105.861	1899	0	3
2020.07.31	23:00:00	105.861	105.965	105.827	105.927	1099	0	3
2020.08.03	00:00:00	105.769	105.845	105.761	105.816	552	0	4
2020.08.03	01:00:00	105.816	105.856	105.701	105.780	2977	0	5
2020.08.03	02:00:00	105.781	105.898	105.775	105.867	2388	0	4
2020.08.03	03:00:00	105.867	106.427	105.789	106.158	6264	0	4
2020.08.03	04:00:00	106.158	106.236	105.882	105.908	5187	0	4
2020.08.03	05:00:00	105.908	105.927	105.806	105.872	2332	0	5
2020.08.03	06:00:00	105.872	105.910	105.819	105.821	1897	0	4
2020.08.03	07:00:00	105.822	105.853	105.774	105.818	1848	0	5
2020.08.03	08:00:00	105.818	105.883	105.784	105.850	1703	0	4
2020.08.03	09:00:00	105.848	105.992	105.810	105.974	2859	0	4
2020.08.03	10:00:00	105.974	105.996	105.854	105.889	3675	0	4
2020.08.03	11:00:00	105.888	105.918	105.578	105.592	3459	0	3
2020.08.03	12:00:00	105.592	105.772	105.581	105.745	3558	0	3
2020.08.03	13:00:00	105.745	106.143	105.726	106.103	3988	0	3
2020.08.03	14:00:00	106.106	106.207	106.009	106.206	2890	0	4
2020.08.03	15:00:00	106.206	106.295	106.121	106.270	3183	0	4
2020.08.03	16:00:00	106.269	106.470	106.223	106.370	4168	0	3
2020.08.03	17:00:00	106.367	106.405	106.059	106.093	5337	0	3
2020.08.03	18:00:00	106.089	106.192	106.060	106.102	3022	0	3
2020.08.03	19:00:00	106.102	106.158	106.061	106.091	1989	0	4
2020.08.03	20:00:00	106.091	106.118	106.037	106.074	2175	0	3
2020.08.03	21:00:00	106.074	106.096	105.974	105.985	2141	0	3
2020.08.03	22:00:00	105.985	106.024	105.902	105.946	1784	0	4
2020.08.03	23:00:00	105.946	105.969	105.904	105.946	795	0	3
2020.08.04	00:00:00	105.939	106.026	105.939	105.982	287	0	8
2020.08.04	01:00:00	105.982	106.041	105.917	106.028	1376	0	6
2020.08.04	02:00:00	106.028	106.054	105.999	106.031	1383	0	4
2020.08.04	03:00:00	106.031	106.143	106.013	106.123	2699	0	4
2020.08.04	04:00:00	106.124	106.190	106.083	106.158	2247	0	4
2020.08.04	05:00:00	106.158	106.187	106.056	106.095	1671	0	4
2020.08.04	06:00:00	106.095	106.125	106.054	106.112	912	0	4
2020.08.04	07:00:00	106.112	106.122	106.043	106.045	1362	0	4
2020.08.04	08:00:00	106.045	106.129	106.019	106.072	1188	0	4
2020.08.04	09:00:00	106.075	106.116	106.006	106.014	1764	0	3
2020.08.04	10:00:00	106.014	106.019	105.834	105.922	2846	0	4
2020.08.04	11:00:00	105.921	106.049	105.870	105.947	2495	0	4
2020.08.04	12:00:00	105.946	105.982	105.875	105.976	2184	0	3
2020.08.04	13:00:00	105.976	106.138	105.946	106.115	2123	0	4
2020.08.04	14:00:00	106.115	106.137	106.059	106.116	2370	0	3
2020.08.04	15:00:00	106.116	106.193	106.027	106.167	3190	0	4
2020.08.04	16:00:00	106.167	106.179	106.018	106.018	2927	0	3
2020.08.04	17:00:00	106.018	106.024	105.725	105.919	4633	0	3
2020.08.04	18:00:00	105.921	105.947	105.829	105.874	2778	0	3
2020.08.04	19:00:00	105.874	105.879	105.751	105.751	1957	0	4
2020.08.04	20:00:00	105.751	105.812	105.733	105.812	1325	0	3
2020.08.04	21:00:00	105.813	105.816	105.713	105.765	1423	0	4
2020.08.04	22:00:00	105.765	105.765	105.635	105.654	1818	0	3
2020.08.04	23:00:00	105.654	105.747	105.649	105.715	835	0	2
2020.08.05	00:00:00	105.711	105.774	105.668	105.701	406	0	7
2020.08.05	01:00:00	105.708	105.792	105.707	105.776	989	0	4
2020.08.05	02:00:00	105.776	105.779	105.611	105.627	1026	0	4
2020.08.05	03:00:00	105.626	105.781	105.556	105.590	2975	0	3
2020.08.05	04:00:00	105.589	105.633	105.508	105.562	2305	0	3
2020.08.05	05:00:00	105.562	105.600	105.537	105.572	1383	0	4
2020.08.05	06:00:00	105.572	105.649	105.554	105.587	1113	0	4
2020.08.05	07:00:00	105.587	105.613	105.540	105.572	1016	0	4
2020.08.05	08:00:00	105.573	105.677	105.553	105.670	1021	0	4
2020.08.05	09:00:00	105.670	105.750	105.571	105.614	1823	0	3
2020.08.05	10:00:00	105.613	105.744	105.612	105.675	2441	0	4
2020.08.05	11:00:00	105.675	105.794	105.617	105.684	2558	0	3
2020.08.05	12:00:00	105.683	105.749	105.645	105.703	2578	0	4
2020.08.05	13:00:00	105.704	105.815	105.700	105.814	2093	0	3
2020.08.05	14:00:00	105.810	105.870	105.698	105.727	1778	0	3
2020.08.05	15:00:00	105.729	105.794	105.499	105.499	4040	0	3
2020.08.05	16:00:00	105.498	105.590	105.319	105.369	4169	0	3
2020.08.05	17:00:00	105.369	105.595	105.335	105.564	3819	0	3
2020.08.05	18:00:00	105.563	105.570	105.400	105.444	2747	0	3
2020.08.05	19:00:00	105.444	105.625	105.400	105.539	1888	0	3
2020.08.05	20:00:00	105.539	105.602	105.476	105.591	1237	0	4
2020.08.05	21:00:00	105.591	105.675	105.567	105.617	1279	0	4
2020.08.05	22:00:00	105.617	105.645	105.577	105.626	1050	0	4
2020.08.05	23:00:00	105.626	105.644	105.569	105.593	627	0	4
2020.08.06	00:00:00	105.549	105.606	105.541	105.567	533	0	4
2020.08.06	01:00:00	105.571	105.600	105.551	105.598	611	0	4
2020.08.06	02:00:00	105.594	105.614	105.541	105.559	751	0	4
2020.08.06	03:00:00	105.561	105.609	105.457	105.532	2585	0	4
2020.08.06	04:00:00	105.532	105.572	105.482	105.566	1754	0	4
2020.08.06	05:00:00	105.567	105.606	105.519	105.528	1313	0	4
2020.08.06	06:00:00	105.528	105.538	105.499	105.532	921	0	3
2020.08.06	07:00:00	105.532	105.533	105.509	105.519	920	0	5
2020.08.06	08:00:00	105.519	105.549	105.438	105.453	1613	0	4
2020.08.06	09:00:00	105.451	105.541	105.389	105.469	3176	0	3
2020.08.06	10:00:00	105.468	105.642	105.468	105.629	2767	0	3
2020.08.06	11:00:00	105.629	105.695	105.563	105.670	2244	0	4
2020.08.06	12:00:00	105.670	105.690	105.566	105.580	1996	0	4
2020.08.06	13:00:00	105.580	105.612	105.504	105.535	1833	0	3
2020.08.06	14:00:00	105.535	105.539	105.391	105.404	2236	0	3
2020.08.06	15:00:00	105.404	105.581	105.399	105.564	3073	0	3
2020.08.06	16:00:00	105.564	105.570	105.298	105.387	3383	0	3
2020.08.06	17:00:00	105.386	105.599	105.359	105.506	4705	0	3
2020.08.06	18:00:00	105.506	105.579	105.457	105.524	2725	0	3
2020.08.06	19:00:00	105.524	105.528	105.391	105.474	2545	0	3
2020.08.06	20:00:00	105.474	105.505	105.402	105.470	1472	0	3
2020.08.06	21:00:00	105.470	105.643	105.455	105.575	1766	0	4
2020.08.06	22:00:00	105.575	105.639	105.539	105.543	1382	0	3
2020.08.06	23:00:00	105.543	105.556	105.520	105.546	530	0	2
2020.08.07	00:00:00	105.542	105.542	105.486	105.501	407	0	6
2020.08.07	01:00:00	105.501	105.536	105.487	105.504	589	0	5
2020.08.07	02:00:00	105.502	105.587	105.500	105.578	708	0	4
2020.08.07	03:00:00	105.580	105.592	105.517	105.559	2089	0	3
2020.08.07	04:00:00	105.559	105.583	105.520	105.553	1660	0	3
2020.08.07	05:00:00	105.553	105.594	105.538	105.579	1467	0	4
2020.08.07	06:00:00	105.579	105.640	105.538	105.594	1572	0	3
2020.08.07	07:00:00	105.594	105.636	105.551	105.555	1455	0	4
2020.08.07	08:00:00	105.556	105.594	105.524	105.531	1103	0	4
2020.08.07	09:00:00	105.531	105.592	105.479	105.587	1405	0	3
2020.08.07	10:00:00	105.587	105.622	105.533	105.594	1889	0	4
2020.08.07	11:00:00	105.594	105.683	105.571	105.594	1987	0	4
2020.08.07	12:00:00	105.594	105.682	105.568	105.644	1681	0	3
2020.08.07	13:00:00	105.644	105.732	105.634	105.658	1626	0	4
2020.08.07	14:00:00	105.658	105.667	105.607	105.632	1763	0	4
2020.08.07	15:00:00	105.632	105.870	105.550	105.604	4635	0	3
2020.08.07	16:00:00	105.603	105.875	105.559	105.817	4982	0	3
2020.08.07	17:00:00	105.818	106.052	105.795	105.873	5111	0	3
2020.08.07	18:00:00	105.870	105.936	105.777	105.920	3016	0	3
2020.08.07	19:00:00	105.921	106.023	105.860	106.017	2010	0	3
2020.08.07	20:00:00	106.017	106.019	105.902	105.939	1690	0	4
2020.08.07	21:00:00	105.939	105.947	105.887	105.938	1474	0	4
2020.08.07	22:00:00	105.940	105.960	105.914	105.919	1049	0	3
2020.08.07	23:00:00	105.919	105.992	105.912	105.917	526	0	4
2020.08.10	00:00:00	105.879	105.949	105.798	105.913	1835	0	5
2020.08.10	01:00:00	105.912	105.942	105.864	105.911	746	0	6
2020.08.10	02:00:00	105.911	105.911	105.845	105.854	770	0	4
2020.08.10	03:00:00	105.854	105.869	105.740	105.748	844	0	4
2020.08.10	04:00:00	105.748	105.791	105.720	105.780	971	0	4
2020.08.10	05:00:00	105.780	105.792	105.764	105.782	613	0	5
2020.08.10	06:00:00	105.782	105.801	105.782	105.792	426	0	5
2020.08.10	07:00:00	105.792	105.796	105.762	105.773	483	0	5
2020.08.10	08:00:00	105.773	105.780	105.748	105.775	594	0	4
2020.08.10	09:00:00	105.774	105.922	105.757	105.913	1153	0	4
2020.08.10	10:00:00	105.913	106.044	105.895	105.988	2027	0	4
2020.08.10	11:00:00	105.988	106.034	105.938	105.943	1378	0	4
2020.08.10	12:00:00	105.943	106.010	105.907	105.998	1201	0	3
2020.08.10	13:00:00	105.998	106.173	105.969	106.156	1334	0	3
2020.08.10	14:00:00	106.156	106.201	106.099	106.130	1233	0	4
2020.08.10	15:00:00	106.130	106.133	105.971	105.991	1902	0	3
2020.08.10	16:00:00	105.991	105.999	105.767	105.786	2756	0	3
2020.08.10	17:00:00	105.786	105.870	105.750	105.771	3148	0	3
2020.08.10	18:00:00	105.770	105.865	105.705	105.853	2329	0	3
2020.08.10	19:00:00	105.853	105.913	105.803	105.852	1471	0	4
2020.08.10	20:00:00	105.852	105.916	105.834	105.915	865	0	4
2020.08.10	21:00:00	105.915	105.948	105.905	105.941	1173	0	4
2020.08.10	22:00:00	105.941	105.972	105.914	105.947	1109	0	4
2020.08.10	23:00:00	105.947	105.970	105.930	105.957	514	0	4
2020.08.11	00:00:00	105.954	105.955	105.905	105.927	653	0	4
2020.08.11	01:00:00	105.927	105.967	105.914	105.947	640	0	3
2020.08.11	02:00:00	105.947	106.018	105.943	105.991	653	0	3
2020.08.11	03:00:00	105.992	106.174	105.989	106.150	2239	0	3
2020.08.11	04:00:00	106.150	106.173	105.972	106.000	1686	0	3
2020.08.11	05:00:00	106.000	106.082	105.979	106.048	1128	0	3
2020.08.11	06:00:00	106.048	106.083	106.020	106.032	860	0	3
2020.08.11	07:00:00	106.032	106.089	106.024	106.075	879	0	4
2020.08.11	08:00:00	106.075	106.160	106.075	106.119	1323	0	3
2020.08.11	09:00:00	106.123	106.221	106.085	106.167	1909	0	3
2020.08.11	10:00:00	106.167	106.239	106.110	106.126	2102	0	4
2020.08.11	11:00:00	106.126	106.160	106.054	106.097	2384	0	4
2020.08.11	12:00:00	106.097	106.121	106.022	106.073	2117	0	4
2020.08.11	13:00:00	106.068	106.139	106.034	106.119	1858	0	3
2020.08.11	14:00:00	106.119	106.156	105.977	106.027	1901	0	4
2020.08.11	15:00:00	106.027	106.067	105.928	105.969	3182	0	3
2020.08.11	16:00:00	105.969	106.376	105.966	106.357	5277	0	3
2020.08.11	17:00:00	106.360	106.464	106.339	106.439	4051	0	3
2020.08.11	18:00:00	106.438	106.572	106.412	106.559	3086	0	3
2020.08.11	19:00:00	106.559	106.574	106.477	106.542	2134	0	4
2020.08.11	20:00:00	106.540	106.595	106.522	106.584	2447	0	4
2020.08.11	21:00:00	106.585	106.680	106.572	106.657	2006	0	3
2020.08.11	22:00:00	106.657	106.674	106.500	106.513	2204	0	4
2020.08.11	23:00:00	106.513	106.543	106.426	106.485	1068	0	3
2020.08.12	00:00:00	106.485	106.530	106.452	106.510	506	0	0
2020.08.12	01:00:00	106.511	106.523	106.438	106.471	1050	0	4
2020.08.12	02:00:00	106.470	106.538	106.469	106.488	1145	0	4
2020.08.12	03:00:00	106.488	106.668	106.455	106.545	2996	0	4
2020.08.12	04:00:00	106.543	106.664	106.511	106.627	2189	0	3
2020.08.12	05:00:00	106.629	106.735	106.618	106.712	2991	0	4
2020.08.12	06:00:00	106.712	106.765	106.670	106.746	1986	0	4
2020.08.12	07:00:00	106.746	106.794	106.716	106.766	1828	0	4
2020.08.12	08:00:00	106.767	106.781	106.673	106.712	1282	0	4
2020.08.12	09:00:00	106.712	106.788	106.690	106.781	2432	0	3
2020.08.12	10:00:00	106.781	106.816	106.740	106.787	2735	0	3
2020.08.12	11:00:00	106.787	106.826	106.737	106.802	2433	0	3
2020.08.12	12:00:00	106.802	106.824	106.743	106.786	1877	0	3
2020.08.12	13:00:00	106.786	106.886	106.785	106.849	1587	0	4
2020.08.12	14:00:00	106.850	106.979	106.837	106.943	1687	0	3
2020.08.12	15:00:00	106.948	107.012	106.758	106.782	3109	0	3
2020.08.12	16:00:00	106.783	106.821	106.684	106.821	4053	0	3
2020.08.12	17:00:00	106.821	106.958	106.782	106.887	4288	0	3
2020.08.12	18:00:00	106.887	106.975	106.847	106.851	2843	0	3
2020.08.12	19:00:00	106.851	106.914	106.812	106.824	1868	0	4
2020.08.12	20:00:00	106.824	106.835	106.777	106.813	1470	0	4
2020.08.12	21:00:00	106.813	106.871	106.801	106.859	1282	0	5
2020.08.12	22:00:00	106.859	106.904	106.843	106.875	1316	0	4
2020.08.12	23:00:00	106.876	106.913	106.815	106.906	785	0	4
2020.08.13	00:00:00	106.897	106.913	106.798	106.869	614	0	5
2020.08.13	01:00:00	106.866	106.883	106.842	106.872	581	0	5
2020.08.13	02:00:00	106.872	106.879	106.789	106.840	907	0	5
2020.08.13	03:00:00	106.841	106.841	106.673	106.690	2236	0	3
2020.08.13	04:00:00	106.690	106.723	106.600	106.723	2102	0	4
2020.08.13	05:00:00	106.723	106.773	106.697	106.714	1304	0	4
2020.08.13	06:00:00	106.714	106.716	106.630	106.711	1114	0	4
2020.08.13	07:00:00	106.711	106.789	106.696	106.787	1004	0	3
2020.08.13	08:00:00	106.788	106.789	106.653	106.661	1299	0	4
2020.08.13	09:00:00	106.661	106.699	106.561	106.688	2485	0	3
2020.08.13	10:00:00	106.689	106.750	106.614	106.641	2188	0	3
2020.08.13	11:00:00	106.641	106.791	106.612	106.743	2091	0	3
2020.08.13	12:00:00	106.742	106.866	106.729	106.866	1792	0	4
2020.08.13	13:00:00	106.866	106.866	106.752	106.834	1940	0	4
2020.08.13	14:00:00	106.834	106.968	106.806	106.959	2339	0	3
2020.08.13	15:00:00	106.960	106.993	106.877	106.919	2277	0	3
2020.08.13	16:00:00	106.919	106.982	106.812	106.847	3163	0	3
2020.08.13	17:00:00	106.849	106.887	106.734	106.867	3553	0	3
