<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2020.01.02	06:00:00	108.705	108.742	108.697	108.740	517	0	3
2020.01.02	07:00:00	108.740	108.755	108.730	108.740	620	0	2
2020.01.02	08:00:00	108.740	108.747	108.711	108.711	485	0	2
2020.01.02	09:00:00	108.708	108.798	108.692	108.784	1618	0	2
2020.01.02	10:00:00	108.784	108.817	108.764	108.778	1979	0	2
2020.01.02	11:00:00	108.779	108.842	108.773	108.837	1521	0	2
2020.01.02	12:00:00	108.837	108.864	108.790	108.805	1261	0	2
2020.01.02	13:00:00	108.805	108.811	108.768	108.771	1195	0	2
2020.01.02	14:00:00	108.771	108.805	108.754	108.785	918	0	2
2020.01.02	15:00:00	108.786	108.787	108.655	108.691	1504	0	2
2020.01.02	16:00:00	108.691	108.748	108.635	108.672	2016	0	2
2020.01.02	17:00:00	108.671	108.679	108.210	108.270	3403	0	2
2020.01.02	18:00:00	108.269	108.441	108.258	108.432	2042	0	2
2020.01.02	19:00:00	108.431	108.551	108.429	108.525	1643	0	2
2020.01.02	20:00:00	108.525	108.559	108.496	108.520	1264	0	2
2020.01.02	21:00:00	108.520	108.571	108.509	108.545	1312	0	2
2020.01.02	22:00:00	108.545	108.558	108.490	108.554	992	0	2
2020.01.02	23:00:00	108.554	108.562	108.525	108.561	418	0	3
2020.01.03	00:00:00	108.558	108.566	108.497	108.532	441	0	6
2020.01.03	01:00:00	108.535	108.627	108.532	108.542	752	0	3
2020.01.03	02:00:00	108.542	108.561	108.390	108.404	1190	0	2
2020.01.03	03:00:00	108.404	108.440	108.163	108.201	2044	0	2
2020.01.03	04:00:00	108.202	108.240	107.998	108.059	3945	0	2
2020.01.03	05:00:00	108.059	108.183	108.002	108.180	2318	0	2
2020.01.03	06:00:00	108.180	108.230	108.125	108.131	1746	0	2
2020.01.03	07:00:00	108.131	108.162	108.078	108.121	1917	0	2
2020.01.03	08:00:00	108.121	108.151	108.077	108.139	1089	0	2
2020.01.03	09:00:00	108.139	108.140	107.914	107.945	3179	0	2
2020.01.03	10:00:00	107.945	108.071	107.929	107.991	3550	0	2
2020.01.03	11:00:00	107.991	108.067	107.919	108.066	3045	0	2
2020.01.03	12:00:00	108.066	108.128	108.014	108.049	3243	0	2
2020.01.03	13:00:00	108.049	108.114	107.995	108.026	2594	0	2
2020.01.03	14:00:00	108.026	108.154	108.021	108.082	2193	0	2
2020.01.03	15:00:00	108.085	108.160	108.085	108.156	2297	0	2
2020.01.03	16:00:00	108.154	108.265	108.141	108.220	2997	0	2
2020.01.03	17:00:00	108.207	108.207	107.995	108.037	4506	0	2
2020.01.03	18:00:00	108.037	108.038	107.915	107.944	2430	0	2
2020.01.03	19:00:00	107.944	107.986	107.931	107.966	1532	0	2
2020.01.03	20:00:00	107.966	108.073	107.840	108.054	2547	0	2
2020.01.03	21:00:00	108.055	108.090	108.010	108.011	2037	0	3
2020.01.03	22:00:00	108.010	108.118	108.010	108.091	1483	0	2
2020.01.03	23:00:00	108.092	108.122	108.085	108.101	594	0	2
2020.01.06	00:00:00	107.895	107.938	107.801	107.803	1124	0	3
2020.01.06	01:00:00	107.803	107.978	107.769	107.968	3509	0	2
2020.01.06	02:00:00	107.968	108.120	107.946	108.065	3874	0	2
2020.01.06	03:00:00	108.065	108.082	107.914	107.945	2470	0	2
2020.01.06	04:00:00	107.945	108.054	107.928	108.029	1850	0	2
2020.01.06	05:00:00	108.029	108.074	108.007	108.054	1281	0	3
2020.01.06	06:00:00	108.054	108.103	108.032	108.061	1319	0	2
2020.01.06	07:00:00	108.061	108.070	108.032	108.057	1033	0	2
2020.01.06	08:00:00	108.058	108.070	107.970	108.050	1703	0	2
2020.01.06	09:00:00	108.051	108.175	108.026	108.100	2217	0	2
2020.01.06	10:00:00	108.106	108.134	107.949	107.975	3104	0	2
2020.01.06	11:00:00	107.973	108.031	107.924	107.983	2281	0	2
2020.01.06	12:00:00	107.983	108.034	107.979	107.998	1662	0	2
2020.01.06	13:00:00	107.998	108.080	107.988	108.058	1392	0	2
2020.01.06	14:00:00	108.060	108.162	108.040	108.157	1400	0	2
2020.01.06	15:00:00	108.157	108.161	108.073	108.119	1540	0	2
2020.01.06	16:00:00	108.118	108.151	108.063	108.139	2498	0	2
2020.01.06	17:00:00	108.139	108.363	108.105	108.319	3206	0	2
2020.01.06	18:00:00	108.319	108.413	108.289	108.369	2076	0	2
2020.01.06	19:00:00	108.369	108.398	108.345	108.349	1094	0	2
2020.01.06	20:00:00	108.344	108.393	108.340	108.366	1143	0	2
2020.01.06	21:00:00	108.366	108.504	108.352	108.453	1262	0	2
2020.01.06	22:00:00	108.453	108.460	108.417	108.436	1135	0	2
2020.01.06	23:00:00	108.438	108.445	108.361	108.362	610	0	2
2020.01.07	00:00:00	108.358	108.376	108.277	108.369	738	0	3
2020.01.07	01:00:00	108.370	108.419	108.363	108.411	1196	0	2
2020.01.07	02:00:00	108.411	108.453	108.376	108.425	2091	0	2
2020.01.07	03:00:00	108.426	108.460	108.374	108.432	1856	0	2
2020.01.07	04:00:00	108.432	108.481	108.420	108.472	1509	0	2
2020.01.07	05:00:00	108.472	108.495	108.443	108.470	1104	0	2
2020.01.07	06:00:00	108.470	108.502	108.459	108.496	1009	0	2
2020.01.07	07:00:00	108.496	108.505	108.431	108.432	1125	0	2
2020.01.07	08:00:00	108.433	108.451	108.338	108.442	2497	0	2
2020.01.07	09:00:00	108.445	108.445	108.260	108.316	2733	0	2
2020.01.07	10:00:00	108.316	108.500	108.308	108.452	3316	0	2
2020.01.07	11:00:00	108.452	108.482	108.412	108.465	1802	0	2
2020.01.07	12:00:00	108.465	108.484	108.368	108.413	2152	0	2
2020.01.07	13:00:00	108.413	108.424	108.375	108.395	1409	0	2
2020.01.07	14:00:00	108.395	108.427	108.377	108.422	1258	0	2
2020.01.07	15:00:00	108.422	108.474	108.414	108.436	2173	0	2
2020.01.07	16:00:00	108.436	108.479	108.314	108.412	2872	0	5
2020.01.07	17:00:00	108.441	108.627	108.413	108.603	4141	0	5
2020.01.07	18:00:00	108.603	108.625	108.523	108.534	1996	0	5
2020.01.07	19:00:00	108.534	108.552	108.509	108.543	1199	0	5
2020.01.07	20:00:00	108.543	108.564	108.508	108.538	873	0	5
2020.01.07	21:00:00	108.538	108.591	108.520	108.527	1357	0	5
2020.01.07	22:00:00	108.527	108.553	108.525	108.552	813	0	5
2020.01.07	23:00:00	108.551	108.559	108.348	108.432	1581	0	5
2020.01.08	00:00:00	108.433	108.508	108.403	108.452	1289	0	3
2020.01.08	01:00:00	108.452	108.471	107.827	107.994	5663	0	5
2020.01.08	02:00:00	107.996	108.066	107.648	107.864	8383	0	5
2020.01.08	03:00:00	107.862	108.135	107.807	108.028	7032	0	5
2020.01.08	04:00:00	108.028	108.457	108.003	108.387	6953	0	5
2020.01.08	05:00:00	108.388	108.405	108.161	108.360	4653	0	5
2020.01.08	06:00:00	108.360	108.398	108.274	108.310	1959	0	5
2020.01.08	07:00:00	108.310	108.378	108.286	108.304	2652	0	5
2020.01.08	08:00:00	108.304	108.409	108.271	108.375	2220	0	5
2020.01.08	09:00:00	108.375	108.465	108.374	108.419	3456	0	5
2020.01.08	10:00:00	108.419	108.487	108.392	108.451	4703	0	5
2020.01.08	11:00:00	108.450	108.480	108.418	108.444	2007	0	5
2020.01.08	12:00:00	108.443	108.757	108.422	108.676	2383	0	5
2020.01.08	13:00:00	108.676	108.770	108.610	108.719	2593	0	5
2020.01.08	14:00:00	108.718	108.783	108.654	108.757	2235	0	5
2020.01.08	15:00:00	108.757	108.813	108.668	108.669	2831	0	5
2020.01.08	16:00:00	108.669	108.740	108.629	108.690	2968	0	5
2020.01.08	17:00:00	108.690	108.741	108.614	108.621	2609	0	5
2020.01.08	18:00:00	108.623	109.097	108.620	109.033	5074	0	5
2020.01.08	19:00:00	109.032	109.131	109.011	109.093	2997	0	5
2020.01.08	20:00:00	109.094	109.170	109.094	109.133	1819	0	5
2020.01.08	21:00:00	109.133	109.240	109.133	109.228	1330	0	5
2020.01.08	22:00:00	109.225	109.226	108.998	109.034	2765	0	5
2020.01.08	23:00:00	109.035	109.169	109.016	109.105	966	0	5
2020.01.09	00:00:00	109.069	109.121	109.041	109.074	1474	0	6
2020.01.09	01:00:00	109.074	109.122	109.009	109.034	1137	0	6
2020.01.09	02:00:00	109.035	109.240	109.028	109.183	2530	0	5
2020.01.09	03:00:00	109.183	109.252	109.178	109.234	2274	0	5
2020.01.09	04:00:00	109.234	109.235	109.178	109.194	1395	0	5
2020.01.09	05:00:00	109.194	109.201	109.146	109.189	1108	0	5
2020.01.09	06:00:00	109.189	109.220	109.180	109.211	779	0	5
2020.01.09	07:00:00	109.211	109.283	109.205	109.272	806	0	5
2020.01.09	08:00:00	109.273	109.321	109.257	109.280	1615	0	5
2020.01.09	09:00:00	109.280	109.359	109.247	109.354	2278	0	5
2020.01.09	10:00:00	109.353	109.371	109.272	109.334	3037	0	5
2020.01.09	11:00:00	109.331	109.429	109.324	109.428	2142	0	5
2020.01.09	12:00:00	109.428	109.452	109.399	109.439	1707	0	5
2020.01.09	13:00:00	109.439	109.486	109.415	109.449	1263	0	5
2020.01.09	14:00:00	109.449	109.454	109.315	109.351	2219	0	5
2020.01.09	15:00:00	109.352	109.458	109.348	109.429	1810	0	5
2020.01.09	16:00:00	109.429	109.515	109.424	109.485	2711	0	5
2020.01.09	17:00:00	109.484	109.579	109.457	109.537	1959	0	5
2020.01.09	18:00:00	109.538	109.557	109.468	109.473	1835	0	5
2020.01.09	19:00:00	109.473	109.512	109.439	109.508	1359	0	5
2020.01.09	20:00:00	109.508	109.509	109.389	109.451	2117	0	5
2020.01.09	21:00:00	109.451	109.517	109.448	109.509	1480	0	5
2020.01.09	22:00:00	109.508	109.535	109.491	109.497	1140	0	5
2020.01.09	23:00:00	109.497	109.522	109.489	109.515	661	0	5
2020.01.10	00:00:00	109.510	109.549	109.450	109.474	1431	0	3
2020.01.10	01:00:00	109.474	109.523	109.469	109.494	943	0	6
2020.01.10	02:00:00	109.496	109.579	109.457	109.486	2618	0	5
2020.01.10	03:00:00	109.486	109.544	109.475	109.540	1517	0	5
2020.01.10	04:00:00	109.543	109.545	109.503	109.537	980	0	5
2020.01.10	05:00:00	109.536	109.541	109.515	109.527	692	0	5
2020.01.10	06:00:00	109.526	109.547	109.526	109.547	707	0	5
2020.01.10	07:00:00	109.547	109.602	109.537	109.558	879	0	6
2020.01.10	08:00:00	109.558	109.596	109.550	109.565	842	0	5
2020.01.10	09:00:00	109.565	109.590	109.561	109.570	1016	0	5
2020.01.10	10:00:00	109.570	109.590	109.554	109.575	1072	0	5
2020.01.10	11:00:00	109.575	109.646	109.564	109.637	1131	0	5
2020.01.10	12:00:00	109.639	109.652	109.609	109.612	871	0	5
2020.01.10	13:00:00	109.612	109.642	109.592	109.619	759	0	5
2020.01.10	14:00:00	109.619	109.638	109.605	109.634	896	0	5
2020.01.10	15:00:00	109.634	109.685	109.499	109.648	2870	0	5
2020.01.10	16:00:00	109.648	109.688	109.506	109.590	2560	0	5
2020.01.10	17:00:00	109.590	109.635	109.542	109.558	2037	0	5
2020.01.10	18:00:00	109.558	109.572	109.446	109.498	2049	0	5
2020.01.10	19:00:00	109.498	109.500	109.434	109.475	1448	0	5
2020.01.10	20:00:00	109.475	109.539	109.475	109.532	616	0	5
2020.01.10	21:00:00	109.532	109.554	109.511	109.518	873	0	5
2020.01.10	22:00:00	109.518	109.531	109.480	109.504	1043	0	5
2020.01.10	23:00:00	109.504	109.508	109.464	109.502	503	0	6
2020.01.13	00:00:00	109.524	109.541	109.493	109.525	1912	0	6
2020.01.13	01:00:00	109.525	109.590	109.525	109.550	681	0	5
2020.01.13	02:00:00	109.550	109.597	109.530	109.587	711	0	5
2020.01.13	03:00:00	109.587	109.633	109.585	109.598	869	0	5
2020.01.13	04:00:00	109.598	109.633	109.583	109.626	681	0	5
2020.01.13	05:00:00	109.626	109.626	109.596	109.610	414	0	5
2020.01.13	06:00:00	109.610	109.630	109.608	109.625	315	0	5
2020.01.13	07:00:00	109.625	109.644	109.620	109.633	412	0	5
2020.01.13	08:00:00	109.633	109.645	109.618	109.620	460	0	6
2020.01.13	09:00:00	109.620	109.641	109.616	109.625	878	0	5
2020.01.13	10:00:00	109.625	109.696	109.615	109.686	1360	0	5
2020.01.13	11:00:00	109.686	109.880	109.679	109.846	1997	0	5
2020.01.13	12:00:00	109.847	109.921	109.831	109.890	1340	0	5
2020.01.13	13:00:00	109.890	109.901	109.832	109.845	843	0	5
2020.01.13	14:00:00	109.845	109.902	109.843	109.885	763	0	5
2020.01.13	15:00:00	109.885	109.910	109.823	109.845	1233	0	5
2020.01.13	16:00:00	109.845	109.903	109.797	109.884	1953	0	5
2020.01.13	17:00:00	109.884	109.938	109.865	109.919	1833	0	5
2020.01.13	18:00:00	109.920	109.942	109.843	109.935	1804	0	5
2020.01.13	19:00:00	109.934	109.942	109.906	109.915	953	0	5
2020.01.13	20:00:00	109.915	109.922	109.897	109.915	639	0	5
2020.01.13	21:00:00	109.915	109.943	109.902	109.920	586	0	5
2020.01.13	22:00:00	109.920	109.925	109.889	109.923	678	0	5
2020.01.13	23:00:00	109.923	109.943	109.917	109.937	385	0	6
2020.01.14	00:00:00	109.938	109.938	109.908	109.929	349	0	6
2020.01.14	01:00:00	109.930	110.027	109.911	110.009	999	0	5
2020.01.14	02:00:00	110.009	110.211	109.996	110.152	2456	0	5
2020.01.14	03:00:00	110.152	110.170	109.994	110.063	2095	0	5
2020.01.14	04:00:00	110.064	110.103	110.013	110.077	1350	0	5
2020.01.14	05:00:00	110.077	110.090	110.042	110.075	994	0	5
2020.01.14	06:00:00	110.075	110.096	110.042	110.067	564	0	5
2020.01.14	07:00:00	110.067	110.106	110.048	110.057	731	0	5
2020.01.14	08:00:00	110.057	110.130	110.054	110.114	967	0	5
2020.01.14	09:00:00	110.114	110.120	109.964	109.978	1523	0	5
2020.01.14	10:00:00	109.979	110.026	109.884	109.974	2140	0	5
2020.01.14	11:00:00	109.972	110.052	109.961	110.017	1419	0	5
2020.01.14	12:00:00	110.017	110.064	109.993	110.045	1097	0	5
2020.01.14	13:00:00	110.045	110.049	109.945	109.973	1414	0	5
2020.01.14	14:00:00	109.973	110.057	109.959	110.054	1094	0	5
2020.01.14	15:00:00	110.054	110.110	109.968	110.004	1944	0	5
2020.01.14	16:00:00	110.003	110.070	109.928	109.963	2548	0	5
2020.01.14	17:00:00	109.963	110.049	109.945	110.045	2156	0	5
2020.01.14	18:00:00	110.045	110.099	110.019	110.045	1488	0	5
2020.01.14	19:00:00	110.045	110.106	110.027	110.091	1058	0	5
2020.01.14	20:00:00	110.091	110.111	109.849	109.956	2957	0	5
2020.01.14	21:00:00	109.956	110.051	109.914	109.991	2430	0	5
2020.01.14	22:00:00	109.991	110.001	109.939	109.952	1309	0	5
2020.01.14	23:00:00	109.952	110.002	109.950	109.981	648	0	6
2020.01.15	00:00:00	109.978	110.007	109.941	109.979	687	0	3
2020.01.15	01:00:00	109.979	109.986	109.814	109.848	1226	0	5
2020.01.15	02:00:00	109.850	109.969	109.846	109.908	2188	0	5
2020.01.15	03:00:00	109.908	109.965	109.898	109.948	1545	0	5
2020.01.15	04:00:00	109.948	109.958	109.883	109.930	1296	0	5
2020.01.15	05:00:00	109.929	109.955	109.885	109.897	1030	0	5
2020.01.15	06:00:00	109.897	109.903	109.864	109.889	861	0	5
2020.01.15	07:00:00	109.889	109.930	109.882	109.916	769	0	6
2020.01.15	08:00:00	109.917	109.941	109.913	109.935	785	0	5
2020.01.15	09:00:00	109.936	109.946	109.903	109.914	844	0	5
2020.01.15	10:00:00	109.911	109.945	109.897	109.914	1227	0	5
2020.01.15	11:00:00	109.914	109.925	109.844	109.865	1163	0	5
2020.01.15	12:00:00	109.865	109.905	109.845	109.875	859	0	5
2020.01.15	13:00:00	109.875	109.882	109.828	109.847	877	0	5
2020.01.15	14:00:00	109.847	109.889	109.831	109.867	862	0	5
2020.01.15	15:00:00	109.866	109.916	109.819	109.829	1783	0	5
2020.01.15	16:00:00	109.829	109.945	109.787	109.933	2722	0	5
2020.01.15	17:00:00	109.933	109.995	109.861	109.983	2214	0	5
2020.01.15	18:00:00	109.983	109.998	109.921	109.941	2115	0	5
2020.01.15	19:00:00	109.941	109.963	109.880	109.883	1632	0	6
2020.01.15	20:00:00	109.883	109.924	109.852	109.881	1694	0	6
2020.01.15	21:00:00	109.881	109.922	109.879	109.916	1268	0	5
2020.01.15	22:00:00	109.915	109.925	109.848	109.887	1562	0	5
2020.01.15	23:00:00	109.888	109.914	109.880	109.890	411	0	6
2020.01.16	00:00:00	109.885	109.896	109.846	109.878	1436	0	3
2020.01.16	01:00:00	109.878	109.911	109.851	109.881	941	0	5
2020.01.16	02:00:00	109.881	109.989	109.870	109.923	1845	0	5
2020.01.16	03:00:00	109.923	109.933	109.893	109.924	1156	0	5
2020.01.16	04:00:00	109.926	109.945	109.919	109.931	853	0	5
2020.01.16	05:00:00	109.931	109.941	109.910	109.933	614	0	5
2020.01.16	06:00:00	109.933	109.939	109.916	109.926	486	0	5
2020.01.16	07:00:00	109.926	109.947	109.924	109.943	450	0	5
2020.01.16	08:00:00	109.943	109.963	109.930	109.962	673	0	5
2020.01.16	09:00:00	109.962	109.979	109.949	109.969	760	0	5
2020.01.16	10:00:00	109.969	110.064	109.948	110.034	1697	0	5
2020.01.16	11:00:00	110.035	110.037	109.949	109.998	1263	0	5
2020.01.16	12:00:00	109.997	110.004	109.955	109.988	1008	0	5
2020.01.16	13:00:00	109.988	109.989	109.952	109.967	840	0	5
2020.01.16	14:00:00	109.967	109.982	109.956	109.966	909	0	5
2020.01.16	15:00:00	109.965	110.052	109.924	110.009	1947	0	5
2020.01.16	16:00:00	110.009	110.144	109.990	110.059	2255	0	5
2020.01.16	17:00:00	110.057	110.132	109.954	110.114	2814	0	5
2020.01.16	18:00:00	110.115	110.176	110.109	110.162	1815	0	5
2020.01.16	19:00:00	110.162	110.175	110.141	110.146	1051	0	5
2020.01.16	20:00:00	110.146	110.160	110.117	110.129	773	0	5
2020.01.16	21:00:00	110.129	110.148	110.117	110.124	607	0	6
2020.01.16	22:00:00	110.124	110.172	110.123	110.137	747	0	5
2020.01.16	23:00:00	110.137	110.172	110.129	110.151	478	0	6
2020.01.17	00:00:00	110.154	110.179	110.130	110.172	1087	0	5
2020.01.17	01:00:00	110.171	110.234	110.168	110.178	1390	0	5
2020.01.17	02:00:00	110.178	110.287	110.152	110.259	1649	0	5
2020.01.17	03:00:00	110.259	110.260	110.151	110.177	1382	0	5
2020.01.17	04:00:00	110.179	110.220	110.173	110.203	1314	0	6
2020.01.17	05:00:00	110.203	110.223	110.189	110.215	550	0	5
2020.01.17	06:00:00	110.215	110.219	110.179	110.179	408	0	5
2020.01.17	07:00:00	110.179	110.208	110.179	110.194	698	0	5
2020.01.17	08:00:00	110.194	110.250	110.194	110.239	909	0	5
2020.01.17	09:00:00	110.238	110.250	110.195	110.211	889	0	5
2020.01.17	10:00:00	110.211	110.239	110.174	110.177	1148	0	5
2020.01.17	11:00:00	110.177	110.198	110.147	110.175	1176	0	5
2020.01.17	12:00:00	110.175	110.194	110.106	110.109	1104	0	5
2020.01.17	13:00:00	110.109	110.156	110.083	110.147	959	0	5
2020.01.17	14:00:00	110.147	110.155	110.098	110.099	769	0	5
2020.01.17	15:00:00	110.099	110.208	110.091	110.184	1477	0	5
2020.01.17	16:00:00	110.184	110.211	110.100	110.147	1806	0	5
2020.01.17	17:00:00	110.147	110.180	110.045	110.163	2131	0	5
2020.01.17	18:00:00	110.162	110.198	110.128	110.159	1699	0	5
2020.01.17	19:00:00	110.159	110.174	110.129	110.136	773	0	6
2020.01.17	20:00:00	110.136	110.152	110.119	110.134	738	0	5
2020.01.17	21:00:00	110.133	110.147	110.109	110.146	650	0	6
2020.01.17	22:00:00	110.147	110.169	110.117	110.150	693	0	5
2020.01.17	23:00:00	110.150	110.177	110.129	110.161	1359	0	5
2020.01.20	00:00:00	110.108	110.183	110.103	110.127	2864	0	7
2020.01.20	01:00:00	110.127	110.190	110.127	110.185	891	0	6
2020.01.20	02:00:00	110.184	110.214	110.159	110.175	1186	0	5
2020.01.20	03:00:00	110.175	110.194	110.149	110.180	864	0	6
2020.01.20	04:00:00	110.180	110.207	110.178	110.181	583	0	5
2020.01.20	05:00:00	110.181	110.190	110.169	110.183	481	0	6
2020.01.20	06:00:00	110.183	110.193	110.166	110.183	646	0	5
2020.01.20	07:00:00	110.183	110.196	110.176	110.178	522	0	6
2020.01.20	08:00:00	110.178	110.185	110.166	110.176	456	0	6
2020.01.20	09:00:00	110.176	110.180	110.112	110.120	771	0	5
2020.01.20	10:00:00	110.120	110.170	110.110	110.152	897	0	5
2020.01.20	11:00:00	110.152	110.177	110.145	110.164	556	0	5
2020.01.20	12:00:00	110.164	110.180	110.155	110.177	466	0	6
2020.01.20	13:00:00	110.177	110.189	110.173	110.185	408	0	5
2020.01.20	14:00:00	110.185	110.197	110.180	110.185	414	0	5
2020.01.20	15:00:00	110.185	110.194	110.170	110.181	481	0	5
2020.01.20	16:00:00	110.181	110.190	110.170	110.171	439	0	5
2020.01.20	17:00:00	110.171	110.178	110.133	110.151	618	0	6
2020.01.20	18:00:00	110.151	110.173	110.149	110.170	397	0	6
2020.01.20	19:00:00	110.170	110.179	110.161	110.179	231	0	5
2020.01.20	20:00:00	110.179	110.183	110.160	110.169	277	0	6
2020.01.20	21:00:00	110.169	110.178	110.147	110.154	571	0	6
2020.01.20	22:00:00	110.154	110.166	110.148	110.158	1557	0	6
2020.01.20	23:00:00	110.159	110.180	110.144	110.174	1466	0	6
2020.01.21	00:00:00	110.176	110.181	110.161	110.174	2399	0	6
2020.01.21	01:00:00	110.174	110.183	110.150	110.171	641	0	5
2020.01.21	02:00:00	110.174	110.219	110.158	110.208	982	0	5
2020.01.21	03:00:00	110.207	110.210	109.901	109.945	3383	0	5
2020.01.21	04:00:00	109.945	110.017	109.894	109.970	1704	0	5
2020.01.21	05:00:00	109.970	110.016	109.946	109.968	1114	0	5
2020.01.21	06:00:00	109.968	109.993	109.930	109.965	866	0	5
2020.01.21	07:00:00	109.965	109.994	109.933	109.933	876	0	5
2020.01.21	08:00:00	109.933	109.970	109.886	109.902	1304	0	5
2020.01.21	09:00:00	109.902	110.019	109.898	109.973	1715	0	5
2020.01.21	10:00:00	109.973	109.986	109.918	109.961	2178	0	5
2020.01.21	11:00:00	109.961	109.998	109.939	109.952	1140	0	5
2020.01.21	12:00:00	109.953	109.998	109.952	109.998	1120	0	5
2020.01.21	13:00:00	109.998	110.075	109.998	110.052	1095	0	5
2020.01.21	14:00:00	110.052	110.070	110.038	110.038	731	0	5
2020.01.21	15:00:00	110.038	110.082	109.995	110.060	1530	0	5
2020.01.21	16:00:00	110.060	110.118	109.997	109.999	1990	0	5
2020.01.21	17:00:00	109.996	110.039	109.858	109.904	1992	0	5
2020.01.21	18:00:00	109.904	109.973	109.879	109.954	1455	0	5
2020.01.21	19:00:00	109.954	109.970	109.914	109.916	730	0	5
2020.01.21	20:00:00	109.916	109.945	109.763	109.795	2495	0	5
2020.01.21	21:00:00	109.795	109.824	109.759	109.787	2144	0	5
2020.01.21	22:00:00	109.787	109.843	109.784	109.814	1235	0	5
2020.01.21	23:00:00	109.814	109.873	109.786	109.855	785	0	4
2020.01.22	00:00:00	109.857	109.872	109.826	109.849	1057	0	7
2020.01.22	01:00:00	109.851	109.928	109.847	109.909	1082	0	5
2020.01.22	02:00:00	109.908	109.941	109.865	109.898	2006	0	5
2020.01.22	03:00:00	109.897	109.966	109.862	109.899	1984	0	5
2020.01.22	04:00:00	109.899	110.095	109.894	110.050	2460	0	5
2020.01.22	05:00:00	110.050	110.064	110.015	110.027	1206	0	5
2020.01.22	06:00:00	110.026	110.041	109.987	110.003	579	0	5
2020.01.22	07:00:00	110.003	110.045	109.996	110.036	1499	0	5
2020.01.22	08:00:00	110.037	110.060	110.022	110.041	967	0	5
2020.01.22	09:00:00	110.041	110.045	109.972	110.004	1118	0	5
2020.01.22	10:00:00	110.003	110.005	109.948	109.965	1509	0	5
2020.01.22	11:00:00	109.965	109.989	109.932	109.960	1260	0	5
2020.01.22	12:00:00	109.960	109.985	109.947	109.972	756	0	6
2020.01.22	13:00:00	109.972	110.003	109.936	109.994	1152	0	5
2020.01.22	14:00:00	109.995	109.999	109.949	109.969	889	0	5
2020.01.22	15:00:00	109.969	109.994	109.944	109.950	1282	0	5
2020.01.22	16:00:00	109.949	109.962	109.857	109.882	1898	0	5
2020.01.22	17:00:00	109.882	109.939	109.829	109.906	2034	0	5
2020.01.22	18:00:00	109.906	109.933	109.849	109.926	1536	0	5
2020.01.22	19:00:00	109.926	109.934	109.864	109.867	954	0	5
2020.01.22	20:00:00	109.867	109.912	109.858	109.881	1144	0	5
2020.01.22	21:00:00	109.881	109.910	109.873	109.879	670	0	5
2020.01.22	22:00:00	109.879	109.884	109.841	109.857	1346	0	5
2020.01.22	23:00:00	109.857	109.893	109.830	109.831	960	0	5
2020.01.23	00:00:00	109.830	109.861	109.804	109.827	813	0	3
2020.01.23	01:00:00	109.827	109.837	109.658	109.733	1804	0	5
2020.01.23	02:00:00	109.733	109.761	109.652	109.668	2420	0	5
2020.01.23	03:00:00	109.668	109.683	109.592	109.641	2236	0	5
2020.01.23	04:00:00	109.641	109.679	109.634	109.657	1189	0	5
2020.01.23	05:00:00	109.657	109.668	109.599	109.605	953	0	5
2020.01.23	06:00:00	109.605	109.631	109.572	109.612	970	0	5
2020.01.23	07:00:00	109.613	109.619	109.558	109.577	1728	0	5
2020.01.23	08:00:00	109.578	109.584	109.500	109.548	1457	0	5
2020.01.23	09:00:00	109.547	109.623	109.530	109.604	1868	0	5
2020.01.23	10:00:00	109.604	109.611	109.488	109.534	2165	0	5
2020.01.23	11:00:00	109.534	109.568	109.509	109.528	1478	0	5
2020.01.23	12:00:00	109.528	109.585	109.518	109.573	910	0	5
2020.01.23	13:00:00	109.573	109.638	109.566	109.632	817	0	5
2020.01.23	14:00:00	109.631	109.648	109.548	109.592	1020	0	5
2020.01.23	15:00:00	109.592	109.605	109.497	109.526	2329	0	5
2020.01.23	16:00:00	109.526	109.573	109.343	109.379	3836	0	5
2020.01.23	17:00:00	109.381	109.450	109.308	109.369	2963	0	5
2020.01.23	18:00:00	109.368	109.399	109.263	109.396	2629	0	5
2020.01.23	19:00:00	109.396	109.409	109.348	109.353	1502	0	5
2020.01.23	20:00:00	109.352	109.473	109.348	109.469	1838	0	5
2020.01.23	21:00:00	109.469	109.534	109.459	109.519	1726	0	5
2020.01.23	22:00:00	109.519	109.524	109.471	109.488	1105	0	6
2020.01.23	23:00:00	109.490	109.508	109.455	109.486	1289	0	5
2020.01.24	00:00:00	109.483	109.541	109.473	109.521	743	0	5
2020.01.24	01:00:00	109.521	109.566	109.500	109.564	811	0	6
2020.01.24	02:00:00	109.564	109.574	109.506	109.530	1718	0	5
2020.01.24	03:00:00	109.530	109.544	109.437	109.469	1332	0	5
2020.01.24	04:00:00	109.469	109.486	109.442	109.453	863	0	5
2020.01.24	05:00:00	109.453	109.475	109.447	109.473	612	0	6
2020.01.24	06:00:00	109.473	109.542	109.465	109.536	671	0	5
2020.01.24	07:00:00	109.536	109.546	109.510	109.544	550	0	5
2020.01.24	08:00:00	109.544	109.556	109.516	109.526	713	0	5
2020.01.24	09:00:00	109.526	109.549	109.505	109.541	996	0	6
2020.01.24	10:00:00	109.542	109.649	109.538	109.634	1984	0	5
2020.01.24	11:00:00	109.634	109.640	109.560	109.568	1739	0	5
